id,birth_year,vocation,sun_deg,moon_deg,mercury_deg,venus_deg,mars_deg,jupiter_deg,saturn_deg,uranus_deg,neptune_deg,pluto_deg,aspects
443,1996,Scientist,351.6449,222.8115,11.9579,38.376,182.7147,167.1178,225.5271,74.9191,19.1048,40.5645,Sun opp Jupiter; Moon opp Venus; Moon conj Saturn; Venus opp Saturn
444,1984,Pilot,246.6878,348.6866,245.2549,215.6148,241.2513,15.5216,232.1499,102.6232,156.4818,120.3461,Sun conj Mercury; Sun conj Mars; Mercury conj Mars
445,1994,Engineer,15.5943,63.3195,31.5818,14.1602,41.7834,322.2285,259.7051,213.3744,117.35,71.5505,Sun conj Venus
446,1990,Pilot,82.8228,39.6478,67.5786,57.5861,148.5344,71.9841,320.8915,26.4707,210.6332,19.5622,Mercury conj Jupiter; Venus sq Mars; Mars opp Saturn
447,1993,Scientist,52.1789,163.7967,45.8694,17.2737,259.1356,227.5276,351.2001,72.7959,45.7962,249.1958,Sun conj Mercury; Sun opp Jupiter; Moon sq Mars; Moon opp Saturn; Mercury opp Jupiter; Mars sq Saturn
448,1981,Pilot,101.0175,39.9993,99.0874,93.167,273.7222,79.1473,106.2581,56.4437,286.0435,342.9937,Sun conj Mercury; Sun conj Venus; Sun opp Mars; Sun conj Saturn; Mercury conj Venus; Mercury opp Mars; Mercury conj Saturn; Venus opp Mars
449,1985,Scientist,208.1237,198.992,192.987,199.6466,187.8368,310.3917,77.9193,170.456,166.5947,5.2214,Moon conj Mercury; Moon conj Venus; Mercury conj Venus; Mercury conj Mars
450,1993,Engineer,265.0244,88.7955,255.353,272.6532,321.0561,213.0378,53.6291,206.5323,1.8279,352.8663,Sun opp Moon; Sun conj Venus; Moon opp Venus; Mars sq Saturn
451,1981,Pilot,356.8585,264.0515,357.0946,349.7254,141.9553,291.4979,250.7953,35.2797,178.3026,29.9129,Sun sq Moon; Sun conj Mercury; Sun conj Venus; Moon sq Mercury; Moon sq Venus; Mercury conj Venus
452,1980,Engineer,249.5375,146.3825,233.7459,235.9445,86.0625,359.6226,5.7349,240.8528,58.249,165.3418,Moon sq Mercury; Moon sq Venus; Mercury conj Venus; Mars sq Jupiter; Jupiter conj Saturn
453,1998,Scientist,269.0232,163.7427,284.246,304.9463,145.9297,284.3491,133.3514,167.1465,228.0248,309.7378,Mercury conj Jupiter
454,1982,Scientist,138.5565,248.6702,140.2881,119.0292,271.0397,251.2998,220.5004,207.0826,74.5727,246.4795,Sun conj Mercury; Moon conj Jupiter
455,1999,Pilot,317.105,264.8739,292.1745,359.8559,242.8751,319.672,39.948,131.6127,222.888,131.6056,Sun conj Jupiter; Moon sq Venus
456,1985,Pilot,233.3422,253.7545,236.7446,259.6054,49.8261,120.5747,194.2682,233.6538,265.4568,270.8198,Sun conj Mercury; Sun opp Mars; Moon conj Venus; Mercury opp Mars
457,1986,Scientist,271.1425,273.9189,261.0884,309.344,181.2837,152.2545,19.6056,134.213,162.8678,180.522,Sun conj Moon; Sun sq Mars; Moon sq Mars
458,1983,Pilot,169.259,191.4856,187.4802,207.6063,162.7122,132.5325,242.3903,249.5603,352.1104,317.9269,Sun conj Mars; Moon conj Mercury
459,1986,Engineer,321.0852,164.8347,297.5747,359.288,103.8142,344.3857,39.3714,99.3394,250.9496,178.6783,Moon opp Jupiter
460,1986,Engineer,187.4476,225.8194,175.865,232.5267,194.9166,47.5299,124.8121,159.7896,232.0864,104.946,Sun conj Mars; Moon conj Venus; Moon opp Jupiter; Venus opp Jupiter
461,1982,Engineer,7.9332,187.0634,358.7423,15.4888,236.0738,283.2568,175.0134,239.7079,190.8598,197.4487,Sun opp Moon; Sun conj Venus; Sun sq Jupiter; Mercury opp Saturn; Venus sq Jupiter
462,1994,Engineer,109.4696,47.5035,125.6731,77.9564,93.6027,174.3275,349.4607,277.1099,17.0348,127.1235,Venus sq Saturn; Jupiter opp Saturn
463,1994,Physician,344.237,222.7069,325.2412,347.6274,65.621,63.1294,254.92,325.696,286.0046,58.0517,Sun conj Venus; Sun sq Saturn; Venus sq Saturn; Mars conj Jupiter
464,1983,Physician,14.8145,113.9853,353.897,351.8136,66.4188,202.4954,12.4881,114.0998,123.7849,134.2494,Sun opp Jupiter; Sun conj Saturn; Moon sq Jupiter; Mercury conj Venus
465,1997,Scientist,351.1676,192.1115,329.9711,305.5605,335.1848,276.6665,341.2041,334.0121,56.1792,349.2541,Moon sq Jupiter; Mercury conj Mars; Mars conj Saturn
466,1997,Physician,351.2164,253.9625,349.7554,331.0398,339.8434,353.0483,206.5419,52.9501,203.4833,326.4771,Sun conj Mercury; Sun conj Jupiter; Moon sq Mercury; Moon sq Mars; Mercury conj Jupiter
467,1994,Engineer,121.9264,40.4336,120.7493,77.7742,244.083,42.0754,8.9264,222.3079,79.3313,128.6617,Sun conj Mercury; Moon conj Jupiter
468,1990,Scientist,19.8121,79.9718,44.2094,358.4931,8.1175,193.8284,160.3649,241.7608,31.4557,184.2435,Sun opp Jupiter; Mars opp Jupiter
469,1986,Engineer,176.5675,217.1419,177.2147,133.9481,240.0359,143.1209,257.747,153.9506,139.0005,4.3887,Sun conj Mercury
470,1991,Pilot,126.4878,31.5355,139.2476,121.133,357.335,289.3268,103.9082,290.0422,349.3298,152.5796,Sun sq Moon; Sun conj Venus; Moon sq Venus; Jupiter opp Saturn
471,1993,Scientist,50.2444,211.3848,27.0647,22.1916,170.8607,312.3093,355.1898,23.8017,345.6343,272.2011,Moon opp Mercury; Mercury conj Venus; Mars opp Saturn
472,1982,Engineer,2.3828,98.3984,344.1768,358.7463,204.4499,329.354,71.7327,299.6221,104.2067,176.6108,Sun conj Venus; Mercury sq Saturn
473,1989,Engineer,300.4507,201.3412,298.404,255.0273,0.8808,94.5637,344.1696,300.3275,170.1148,235.3727,Sun conj Mercury; Venus sq Saturn; Mars sq Jupiter
474,1989,Pilot,150.1764,177.0791,160.6957,125.6725,42.9677,99.7981,357.9599,24.0209,268.4036,209.1837,Moon opp Saturn
475,1998,Engineer,156.9847,92.8482,167.3958,202.5135,294.5811,134.3528,263.8646,6.3162,93.4334,209.3956,Venus sq Mars
476,1984,Pilot,115.0852,48.7791,96.2305,93.2616,151.025,328.3577,128.1544,104.3482,190.6604,337.0741,Mercury conj Venus; Mars opp Jupiter
477,1996,Engineer,69.7733,226.0908,84.5959,79.2545,60.1689,116.1385,113.8358,304.1982,287.9558,97.7252,Mercury conj Venus; Jupiter conj Saturn
478,1991,Pilot,34.5,208.8168,52.6057,347.7382,186.5415,134.2851,174.5636,122.5127,327.8837,36.8704,Sun opp Moon; Venus opp Saturn
479,1984,Scientist,181.2178,299.3665,197.7438,186.8487,248.275,342.8983,304.5851,256.517,252.8154,288.9289,Sun conj Venus; Moon conj Saturn; Mars sq Jupiter
480,1993,Physician,165.7769,27.5041,183.6322,206.4242,172.6266,112.1664,130.5247,294.1339,320.3015,215.1535,Sun conj Mars; Moon opp Venus; Moon sq Jupiter; Venus sq Jupiter
481,1990,Pilot,61.9946,109.6863,75.6843,25.3799,46.3372,249.9279,247.697,110.6742,75.5428,353.1994,Sun opp Jupiter; Sun opp Saturn; Moon sq Venus; Mercury opp Jupiter; Mercury opp Saturn; Jupiter conj Saturn
482,1993,Engineer,248.6945,282.2507,225.0477,275.065,272.6403,15.3061,38.8143,285.4999,184.8525,21.3355,Moon conj Venus; Moon sq Jupiter; Mercury opp Saturn; Venus conj Mars
483,1983,Scientist,327.0705,216.6451,331.9763,298.2729,241.4162,10.5333,52.4005,268.6313,99.8552,208.7105,Sun conj Mercury; Sun sq Mars; Sun sq Saturn; Mercury sq Mars
484,1991,Scientist,57.8006,180.2284,70.5997,33.0156,205.2847,35.678,208.1281,5.0344,78.1193,68.9571,Venus opp Mars; Venus conj Jupiter; Venus opp Saturn; Mars conj Saturn; Jupiter opp Saturn
485,1989,Engineer,61.8384,1.5584,74.458,102.5647,331.3718,306.4669,170.8976,251.3278,66.6453,242.4693,Sun sq Mars
486,1983,Pilot,65.1055,127.736,58.3639,37.6758,81.9195,40.6244,354.4606,44.5015,39.7138,48.9285,Sun conj Mercury; Moon sq Venus; Moon sq Jupiter; Venus conj Jupiter; Mars sq Saturn
487,1991,Physician,253.7031,200.5676,227.9772,237.2022,41.6601,102.1001,216.1402,112.3225,351.4245,159.8241,Mercury opp Mars; Mars opp Saturn
488,1997,Scientist,146.6216,154.0662,166.6009,184.518,288.8771,338.0695,132.2789,4.6029,242.6972,241.9544,Sun conj Moon; Moon opp Jupiter
489,1992,Engineer,157.701,237.0774,134.4613,123.4643,144.2247,212.6006,36.62,333.1045,352.0272,23.2957,Moon sq Mars; Venus sq Jupiter; Venus sq Saturn; Jupiter opp Saturn
490,1986,Physician,121.9074,214.1859,149.3844,85.6926,301.7193,261.0722,100.2666,256.8578,209.4907,98.2702,Sun sq Moon; Sun opp Mars; Moon sq Mars; Venus opp Jupiter
491,2000,Engineer,339.561,240.0037,4.7688,26.3632,184.1092,53.0547,163.6685,43.9884,176.1629,83.0958,Sun opp Saturn; Moon opp Jupiter; Mercury opp Mars
492,1984,Scientist,10.7005,179.3286,344.1984,339.8937,217.6502,117.7041,108.9909,224.3637,273.6617,237.989,Mercury conj Venus
493,1996,Engineer,276.326,285.3833,259.6341,291.8869,176.4901,94.1995,123.7016,309.482,196.7832,342.929,Sun opp Jupiter; Moon conj Venus
494,1981,Pilot,356.6562,316.8452,335.3277,351.8673,307.0347,159.3202,12.9532,63.6729,237.388,280.5777,Sun conj Venus; Mercury opp Jupiter
495,1985,Scientist,176.9327,48.4158,189.0132,175.7283,39.3775,243.0088,237.6283,246.7347,205.9957,171.328,Sun conj Venus; Jupiter conj Saturn
496,1985,Physician,182.4066,140.8985,182.1093,227.6102,222.0983,126.995,352.0019,115.3738,10.1329,16.2426,Sun conj Mercury; Moon sq Venus; Venus conj Mars; Mars sq Jupiter
497,1991,Physician,125.5956,267.1406,99.102,163.1646,122.8523,35.046,124.2515,128.6518,126.4569,238.0464,Sun conj Mars; Sun sq Jupiter; Sun conj Saturn; Mars sq Jupiter; Mars conj Saturn; Jupiter sq Saturn
498,1987,Engineer,84.464,112.3558,61.2207,102.5111,312.8184,41.2097,61.1205,193.8301,13.4559,236.7964,Mercury conj Saturn; Mars sq Jupiter
499,1993,Engineer,204.4978,324.5075,191.4284,223.3098,211.6761,354.8753,135.9855,140.5083,206.1139,290.9976,Sun conj Mars; Venus sq Saturn
500,1983,Engineer,248.711,74.127,248.528,278.6109,240.2595,59.9858,107.8275,348.994,72.6331,228.7599,Sun opp Moon; Sun conj Mercury; Moon opp Mercury; Mars opp Jupiter
501,1982,Scientist,302.537,192.9002,290.6289,259.1,358.642,144.7298,81.319,267.4397,33.1048,303.9073,Venus opp Saturn
502,1983,Engineer,213.0713,98.4114,216.7913,216.0534,153.7581,125.0339,27.5982,296.546,181.6702,107.9672,Sun conj Mercury; Sun conj Venus; Sun sq Jupiter; Sun opp Saturn; Mercury conj Venus; Mercury sq Jupiter; Venus sq Jupiter
503,1997,Physician,112.8071,149.1531,98.8779,114.2825,241.7617,197.1225,317.1228,226.0238,185.8407,67.154,Sun conj Venus; Sun sq Jupiter; Moon sq Mars
504,1995,Engineer,76.663,168.2263,101.1441,79.8041,221.192,276.8829,156.1408,203.8019,225.633,188.0171,Sun sq Moon; Sun conj Venus; Moon sq Venus; Mercury opp Jupiter
505,1991,Engineer,166.4952,86.5346,180.2955,191.9861,303.8839,147.6937,309.6669,328.0096,228.2139,304.5481,Moon sq Mercury; Mars conj Saturn
506,1988,Pilot,296.5359,232.5754,282.8969,306.2542,146.1117,40.8811,69.0898,88.4112,297.8024,167.0975,Moon sq Mars; Venus sq Jupiter
507,1997,Engineer,356.8655,326.036,340.177,335.0459,10.4911,284.2811,99.9979,198.2542,231.9458,15.2037,Mercury conj Venus; Mars sq Jupiter; Mars sq Saturn; Jupiter opp Saturn
508,1995,Scientist,281.6041,322.742,271.1828,262.2101,22.8894,343.8319,322.8384,241.8019,318.859,142.8822,Moon conj Saturn
509,1984,Engineer,84.9748,205.5504,84.9887,48.5565,239.1182,208.9511,279.0417,189.0936,178.7224,32.4896,Sun conj Mercury; Moon conj Jupiter
510,1999,Engineer,44.0197,118.5429,48.7419,33.4549,269.4147,84.9377,152.2328,51.94,63.0555,349.1725,Sun conj Mercury; Moon sq Venus; Mars opp Jupiter
511,1994,Engineer,147.0152,310.644,122.147,150.2283,251.8624,40.6661,196.4682,170.9475,88.6848,99.9842,Sun conj Venus; Moon sq Jupiter
512,1984,Scientist,130.6793,257.6416,148.6757,84.7024,348.0499,218.0933,302.9303,238.4004,338.7054,248.6457,Sun sq Jupiter; Sun opp Saturn; Moon opp Venus; Moon sq Mars; Jupiter sq Saturn
513,1987,Scientist,91.0738,138.4885,98.855,110.3331,325.1366,246.6894,192.5678,85.0975,159.265,2.8318,Sun conj Mercury; Moon opp Mars; Mercury sq Saturn
514,1992,Engineer,333.9027,330.4536,322.7524,15.7896,272.4005,107.0722,309.39,57.6818,157.9845,114.1864,Sun conj Moon; Moon conj Mercury; Venus sq Jupiter
515,2000,Engineer,146.264,12.1974,166.7849,177.291,338.5784,169.5929,148.6661,302.8188,258.259,315.634,Sun conj Saturn; Mercury conj Jupiter; Venus conj Jupiter
516,1983,Pilot,296.7843,251.4536,297.139,282.5625,216.7617,292.8341,265.6028,163.1742,9.8463,18.7556,Sun conj Mercury; Sun conj Jupiter; Mercury conj Jupiter
517,2000,Engineer,66.1463,159.6258,74.0478,18.4415,72.0271,109.9971,207.2914,39.8982,89.8573,256.883,Sun sq Moon; Sun conj Mercury; Sun conj Mars; Moon sq Mercury; Moon sq Mars; Mercury conj Mars; Venus sq Jupiter
518,2000,Pilot,274.7386,304.9058,285.1408,302.8322,114.9837,172.2116,264.662,93.8448,247.4881,297.6367,Moon conj Venus; Venus opp Mars; Jupiter sq Saturn
519,1989,Engineer,71.5189,149.2187,53.7047,107.6524,340.1126,318.3629,80.8154,341.3193,332.3204,232.9584,Sun sq Mars; Moon sq Mercury; Mercury sq Jupiter
520,2000,Engineer,82.3346,32.0316,80.2304,59.4658,306.6591,17.9219,222.4815,216.1414,53.7304,344.8918,Sun conj Mercury; Moon sq Mars; Mars sq Saturn
521,1985,Engineer,341.0077,258.69,337.3766,21.3266,163.3348,242.4996,42.6644,256.8829,68.5959,310.2972,Sun conj Mercury; Sun opp Mars; Moon sq Mars; Mercury opp Mars; Mercury sq Jupiter
522,1988,Scientist,103.6663,177.9005,82.9575,137.8747,216.0298,358.2747,101.8682,243.7879,150.5992,147.0687,Sun conj Saturn; Moon sq Mercury; Moon opp Jupiter; Mercury sq Jupiter
523,1984,Engineer,10.3583,84.7748,7.613,346.1968,209.8451,233.0048,30.8659,168.7974,313.7197,350.7837,Sun conj Mercury; Mars opp Saturn
524,1992,Engineer,247.2669,256.8009,258.9403,269.9329,92.2412,34.3006,21.1508,119.8305,84.5429,326.9616,Moon conj Mercury; Venus opp Mars
525,1999,Pilot,338.1559,348.1955,343.6569,1.9871,16.3843,91.3165,223.0768,108.9026,142.0909,133.5244,Sun conj Mercury; Moon conj Mercury; Venus sq Jupiter
526,1997,Physician,14.805,64.574,356.3175,14.1176,122.1036,168.5106,32.2733,255.692,155.8547,93.7462,Sun conj Venus; Mercury opp Jupiter; Mars sq Saturn
527,1990,Engineer,15.8984,46.0337,36.7124,48.0396,269.2164,333.4453,101.8532,315.6971,220.6554,274.163,Sun sq Saturn; Moon conj Venus
528,1988,Pilot,186.1102,156.8791,167.3493,208.8496,176.8589,342.0183,200.0429,332.227,229.1948,158.3963,Moon opp Jupiter; Mercury opp Jupiter
529,1986,Engineer,53.5035,82.7498,27.5118,30.485,254.1466,157.1148,358.2726,333.7943,14.685,128.3472,Moon sq Saturn; Mercury conj Venus
530,1997,Scientist,174.6718,177.4759,194.0388,209.8922,44.5155,33.688,312.5423,65.0358,60.5862,183.1456,Sun conj Moon; Venus opp Jupiter; Mars sq Saturn
531,1988,Scientist,202.7691,238.7296,186.6632,250.5775,1.4853,276.0651,65.0048,331.3488,88.6167,179.3199,Moon opp Saturn; Mercury opp Mars; Mercury sq Jupiter; Venus opp Saturn; Mars sq Jupiter
532,1983,Scientist,319.4524,245.2724,329.5682,309.2927,212.5219,342.4391,301.3118,55.3592,29.1828,299.0517,Moon sq Mercury; Venus conj Saturn; Mars sq Saturn
533,1995,Engineer,163.46,213.9135,135.7851,208.558,236.2222,342.3225,116.9696,263.3563,264.355,344.665,Sun opp Jupiter; Moon conj Venus; Venus sq Saturn
534,1998,Engineer,46.5553,101.8634,63.2515,69.9601,196.9762,216.8249,33.3184,91.859,86.4288,277.5159,Moon sq Mars; Mercury conj Venus; Jupiter opp Saturn
535,1992,Engineer,32.1078,58.6586,47.7594,11.4616,270.9211,235.4631,43.4167,176.7042,155.649,290.2872,Moon opp Jupiter; Mercury opp Jupiter; Mercury conj Saturn
536,1989,Scientist,325.3443,217.2649,317.4508,286.571,132.2845,71.9537,160.3593,139.7122,96.6526,216.1227,Sun conj Mercury; Moon sq Mars; Mercury opp Mars; Jupiter sq Saturn
537,1982,Scientist,272.3366,291.958,278.7132,266.0108,153.3662,14.5577,123.0281,166.869,80.7229,247.0452,Sun conj Mercury; Sun conj Venus; Mercury sq Jupiter
538,1984,Engineer,335.0403,189.8203,343.285,295.1015,168.5589,28.5059,288.5561,108.1416,354.307,246.353,Mercury opp Mars; Venus sq Jupiter; Venus conj Saturn
539,1989,Engineer,302.9537,188.3131,291.5006,259.5356,27.5517,16.2342,38.7476,152.9689,34.0144,237.9079,Sun sq Mars; Sun sq Saturn; Moon opp Jupiter; Mercury sq Jupiter
540,1998,Engineer,292.6169,127.9647,297.4087,318.407,5.8567,266.5858,166.6364,283.0238,303.4475,16.2931,Sun conj Mercury
541,1993,Engineer,315.6319,211.395,313.1118,331.9769,224.5717,95.4268,348.0191,313.6841,67.389,66.6315,Sun conj Mercury; Sun sq Mars; Mercury sq Mars
542,1999,Engineer,93.3544,242.4272,89.6471,47.0742,142.1762,4.7897,236.0883,165.6587,145.833,236.7782,Sun conj Mercury; Sun sq Jupiter; Moon conj Saturn; Mercury sq Jupiter; Venus sq Mars; Mars sq Saturn
543,1999,Engineer,261.3281,109.008,278.8635,272.5356,248.6384,346.731,243.0368,289.6707,31.5486,48.641,Sun sq Jupiter; Mercury conj Venus; Mars conj Saturn
544,1986,Scientist,40.2885,5.7187,66.6376,74.7537,75.3226,233.5044,233.9063,156.8839,225.3813,284.4042,Venus conj Mars; Jupiter conj Saturn
545,1986,Pilot,30.9937,53.3396,26.6189,354.1737,324.8695,265.9612,160.2957,174.6169,7.066,161.8259,Sun conj Mercury; Moon sq Mars; Venus sq Jupiter
546,1987,Engineer,72.4818,204.995,91.1768,29.3704,2.8347,226.9476,256.7134,352.6153,305.5019,265.3482,Sun opp Saturn; Moon opp Venus; Mercury sq Mars
547,1999,Scientist,263.1883,359.6495,237.2612,253.5576,184.8081,260.8611,336.7011,325.8263,312.3483,83.4861,Sun conj Jupiter; Moon opp Mars; Venus conj Jupiter
548,1981,Pilot,190.1912,151.9216,179.8788,148.2882,321.4358,150.1695,170.4017,178.124,338.0272,124.8351,Moon conj Venus; Moon conj Jupiter; Venus opp Mars; Venus conj Jupiter
549,1993,Scientist,7.4905,103.6839,350.2538,352.4998,83.5571,79.0928,327.2653,122.0951,216.756,303.2882,Mercury conj Venus; Mercury sq Mars; Mercury sq Jupiter; Venus sq Mars; Venus sq Jupiter; Mars conj Jupiter
550,1994,Engineer,47.2171,105.6219,59.0547,91.3582,299.9091,242.3186,264.4505,286.5502,287.9118,304.0313,Mercury opp Jupiter; Venus opp Saturn
551,1999,Engineer,74.5951,248.6511,51.4218,72.9525,62.3848,56.2731,177.1869,285.6537,339.4997,177.741,Sun opp Moon; Sun conj Venus; Moon opp Venus; Moon opp Mars; Mercury conj Jupiter; Mars conj Jupiter
552,1987,Scientist,75.3959,16.9378,48.4112,111.9628,128.5358,57.098,298.0615,322.0047,11.5092,22.9196,Moon sq Venus; Venus opp Saturn
553,1993,Pilot,41.0289,81.6085,44.4999,39.72,357.7186,282.5589,276.9746,277.2342,200.528,322.6744,Sun conj Mercury; Sun conj Venus; Mercury conj Venus; Jupiter conj Saturn
554,1996,Scientist,217.5442,340.6564,234.2875,261.9583,272.0752,350.8775,281.3949,219.4761,309.0195,36.6725,Venus sq Jupiter
555,1997,Engineer,15.109,37.948,22.3849,50.7125,327.9549,56.5317,105.1643,158.9464,182.1228,263.7187,Sun conj Mercury; Sun sq Saturn; Venus conj Jupiter; Mars sq Jupiter
556,1983,Engineer,55.5465,130.9453,73.4195,19.3529,72.6805,349.0692,276.9189,2.3715,300.5328,170.5188,Mercury conj Mars; Mercury sq Jupiter
557,1989,Engineer,181.8082,30.6842,174.6646,206.2733,129.8316,239.3983,54.58,271.2626,151.82,82.1455,Sun conj Mercury; Moon opp Venus; Jupiter opp Saturn
558,1993,Scientist,148.8274,147.3514,146.5176,182.6569,286.0586,130.2388,10.7147,52.4104,3.5815,290.2489,Sun conj Moon; Sun conj Mercury; Moon conj Mercury; Mars sq Saturn
559,1982,Pilot,30.5202,113.3296,57.5091,358.2953,22.1286,273.3093,237.6634,230.9277,324.904,20.8115,Moon sq Mars; Mercury opp Saturn; Venus sq Jupiter
560,2000,Scientist,352.8169,287.6655,13.8625,38.1924,150.9499,318.8818,252.2845,314.4767,259.7584,112.9303,Moon sq Mercury
561,1991,Scientist,2.8448,100.7211,4.4011,43.2081,252.1062,160.6281,73.8481,195.9931,283.803,234.7334,Sun conj Mercury; Mars sq Jupiter; Mars opp Saturn; Jupiter sq Saturn
562,1991,Scientist,319.563,281.3627,314.2153,290.5034,108.5513,13.3093,120.4175,261.0355,266.4188,45.362,Sun conj Mercury; Moon opp Mars; Moon sq Jupiter; Venus opp Mars; Mars sq Jupiter
563,1997,Engineer,102.214,33.415,105.114,104.2623,272.5367,57.6098,10.0408,286.7755,213.3013,86.8823,Sun conj Mercury; Sun conj Venus; Sun sq Saturn; Mercury conj Venus; Mercury sq Saturn; Venus sq Saturn
564,1989,Pilot,261.5433,355.3037,239.7281,219.2981,134.2724,225.7162,127.6104,17.1838,234.3465,44.9099,Sun sq Moon; Venus sq Mars; Venus conj Jupiter; Venus sq Saturn; Mars sq Jupiter; Mars conj Saturn
565,1989,Pilot,206.0767,122.0329,191.2982,229.6695,209.3738,257.273,337.5142,239.5874,304.0185,84.1816,Sun sq Moon; Sun conj Mars; Moon sq Mars
566,1989,Physician,102.4328,257.3476,112.0891,123.0105,187.08,89.148,118.0249,209.6529,296.2234,130.0563,Sun sq Mars; Mercury conj Saturn; Venus conj Saturn
567,1983,Engineer,52.7592,153.2492,47.8341,13.615,152.9592,46.8228,77.3224,28.1062,243.6561,144.9913,Sun conj Mercury; Sun conj Jupiter; Moon conj Mars; Mercury conj Jupiter
568,1997,Scientist,186.8202,142.1217,173.587,186.7076,152.432,158.4288,335.1728,176.2348,350.3781,296.5723,Sun conj Venus; Mars conj Jupiter; Mars opp Saturn; Jupiter opp Saturn
569,1984,Engineer,182.0829,174.5152,179.7148,227.014,184.7468,190.4908,250.0095,163.9557,11.7387,56.4623,Sun conj Moon; Sun conj Mercury; Sun conj Mars; Moon conj Mercury; Mercury conj Mars; Mars conj Jupiter
570,1997,Pilot,132.9595,216.5761,127.8423,96.5627,205.8353,14.5016,55.1896,133.7282,356.7672,109.1736,Sun conj Mercury; Moon sq Mercury
571,1995,Pilot,10.072,51.433,25.9644,2.5607,337.2554,109.859,102.0536,65.9078,266.2777,0.7509,Sun conj Venus; Sun sq Saturn; Jupiter conj Saturn
572,1997,Scientist,125.5136,150.3271,129.6049,131.827,324.1034,281.2858,171.0819,259.2121,218.0555,274.3024,Sun conj Mercury; Sun conj Venus; Moon opp Mars; Mercury conj Venus
573,1996,Engineer,229.1257,274.2044,238.4901,195.428,262.0311,32.1534,224.9174,224.4922,139.4046,324.088,Sun conj Saturn
574,1990,Engineer,194.758,344.9086,216.6004,217.4056,232.53,311.7433,254.5951,205.9181,286.6172,254.6636,Moon sq Saturn; Mercury conj Venus; Mercury sq Jupiter; Venus sq Jupiter
575,1997,Engineer,232.2575,231.8091,209.026,275.9536,195.0604,272.7415,344.6254,187.8314,270.2011,180.95,Sun conj Moon; Venus conj Jupiter
576,1980,Engineer,43.3019,64.7076,16.3645,70.8306,88.3032,254.0224,319.5561,159.9226,290.4916,218.4677,Moon conj Venus; Venus opp Jupiter
577,1992,Engineer,212.0015,176.9303,236.297,196.6373,64.9829,8.6605,190.0446,137.524,32.769,352.723,Venus opp Jupiter; Venus conj Saturn; Jupiter opp Saturn
578,1997,Engineer,60.5362,51.8523,46.8472,21.1405,110.4459,146.6195,60.9088,221.2112,117.1047,9.7816,Sun sq Jupiter; Sun conj Saturn; Moon conj Mercury; Moon sq Jupiter; Venus sq Mars; Jupiter sq Saturn
579,1981,Engineer,107.2888,35.5479,87.2666,145.0178,92.8563,338.9679,323.8205,18.6761,86.2643,214.9217,Mercury conj Mars; Venus opp Saturn
580,1987,Scientist,177.4726,270.8604,171.0353,140.5204,21.8275,167.3365,146.5475,174.3017,146.6978,84.1466,Sun sq Moon; Sun conj Mercury; Mercury conj Jupiter; Venus conj Saturn
581,1980,Engineer,96.8975,243.0351,82.6912,102.1494,282.6771,109.6606,146.4285,30.207,228.8876,73.2445,Sun conj Venus; Sun opp Mars; Venus opp Mars; Venus conj Jupiter; Mars opp Jupiter
582,1984,Engineer,134.3899,281.5285,136.4919,127.0701,328.1374,162.6271,0.3604,167.2747,298.5738,104.1298,Sun conj Mercury; Sun conj Venus
583,1985,Engineer,0.1955,173.5871,5.676,32.7863,136.8553,126.5105,227.5945,210.6573,183.7182,16.3745,Sun opp Moon; Sun conj Mercury; Venus sq Jupiter; Mars sq Saturn
584,1997,Scientist,202.7094,108.2298,196.8464,166.5152,50.2741,200.3325,100.605,155.5065,219.7603,344.6702,Sun sq Moon; Sun conj Mercury; Sun conj Jupiter; Moon sq Mercury; Moon sq Jupiter; Moon conj Saturn; Mercury conj Jupiter
585,1990,Engineer,318.2154,340.347,325.7849,4.2609,254.7915,98.2847,238.4197,115.7898,75.8246,345.2374,Sun conj Mercury; Moon sq Mars; Mercury sq Saturn; Venus sq Jupiter
586,1990,Engineer,5.7149,0.7371,4.4005,44.2536,242.1743,148.7387,322.2965,253.1879,274.4875,193.7273,Sun conj Moon; Sun conj Mercury; Moon conj Mercury; Mars sq Jupiter; Jupiter opp Saturn
587,2000,Pilot,234.4559,193.9138,256.44,264.7974,160.2636,44.4296,349.934,135.4955,216.4719,139.2304,Mercury sq Saturn; Venus sq Saturn
588,1980,Pilot,44.915,133.373,27.7225,357.8139,267.532,273.0316,244.9996,255.3112,68.9442,293.8611,Sun sq Moon; Venus sq Mars; Venus sq Jupiter; Mars conj Jupiter
589,2000,Pilot,109.1443,258.4114,94.2627,108.5499,130.6797,101.0723,325.6227,254.5085,75.2711,70.5912,Sun conj Venus; Mercury conj Jupiter; Venus conj Jupiter
590,2000,Engineer,142.591,313.1698,146.4607,142.0161,198.6427,237.5418,203.6545,245.6581,203.4505,23.5298,Sun conj Mercury; Sun conj Venus; Sun sq Jupiter; Mercury conj Venus; Mercury sq Jupiter; Venus sq Jupiter; Mars conj Saturn
591,1984,Scientist,268.5504,336.0828,288.4573,305.1267,262.4036,98.7581,305.1602,8.3223,349.1319,243.9844,Sun conj Mars; Venus conj Saturn
592,1999,Engineer,91.0516,201.6418,88.4714,133.0891,230.7479,339.5067,18.6706,337.9534,155.7173,358.2383,Sun conj Mercury; Moon opp Saturn
